C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_37_757.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_37_757.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_37_757.jpg,0,0,0,2.109257E-05
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_37_827.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_37_827.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_37_827.jpg,0,0,0,1.057672E-05
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_37_895.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_37_895.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_37_895.jpg,0,0,0,1.015426E-05
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_37_965.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_37_965.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_37_965.jpg,0,0,0,2.184963E-05
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_033.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_033.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_033.jpg,0,0,0,1.26422E-05
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_104.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_104.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_104.jpg,0,0,0,3.593419E-06
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_173.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_173.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_173.jpg,0,0,0,4.84011E-06
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_243.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_243.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_243.jpg,0,0,0,5.004304E-06
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_310.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_310.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_310.jpg,0,0,0,1.29061E-05
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_380.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_380.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_380.jpg,0,0,0,2.401994E-05
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_449.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_449.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_449.jpg,0,0,0,1.480007E-05
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_517.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_517.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_517.jpg,0,0.06370202,0,0.03153534
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_588.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_588.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_588.jpg,0,0.3123886,0,0.2165434
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_656.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_656.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_656.jpg,0,0.4824323,0,0.5087988
C:\Users\Ashiv\Desktop\VISION\Data\IMG\center_2020_06_21_14_24_38_724.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\left_2020_06_21_14_24_38_724.jpg,C:\Users\Ashiv\Desktop\VISION\Data\IMG\right_2020_06_21_14_24_38_724.jpg,0,0.7260656,0,1.037569
